Indexing started : 2026-03-16 15:20:38.584491
Device           : cpu (FP32)
Batch size       : 10
Folder           : ./assets40k
-----------------------------------------------------------------------------------------------
progress | decode | embed | db | total | CPU% RAM% GPU% VRAM | ETA
-----------------------------------------------------------------------------------------------
TurboJPEG        : not used (PIL sufficient at this batch size)
batch 1/4067 (10/40670) | decode:0.14s embed:0.33s db:0.13s total:0.46s | CPU:29% RAM:88% GPU:N/A | ETA:31m24s
batch 1239/4067 (12390/40670) | decode:0.12s embed:0.40s db:0.03s total:0.43s | CPU:68% RAM:86% GPU:N/A | ETA:18m45s
batch 1240/4067 (12400/40670) | decode:0.13s embed:0.37s db:0.03s total:0.39s | CPU:71% RAM:86% GPU:N/A | ETA:18m43s
batch 1241/4067 (12410/40670) | decode:0.11s embed:0.37s db:0.03s total:0.40s | CPU:76% RAM:86% GPU:N/A | ETA:18m43s
batch 1242/4067 (12420/40670) | decode:0.11s embed:0.56s db:0.03s total:0.59s | CPU:74% RAM:86% GPU:N/A | ETA:20m31s
batch 1243/4067 (12430/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:70% RAM:86% GPU:N/A | ETA:20m6s
batch 1244/4067 (12440/40670) | decode:0.12s embed:0.37s db:0.03s total:0.39s | CPU:75% RAM:86% GPU:N/A | ETA:19m47s
batch 1245/4067 (12450/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:74% RAM:86% GPU:N/A | ETA:19m34s
batch 1246/4067 (12460/40670) | decode:0.15s embed:0.35s db:0.03s total:0.38s | CPU:75% RAM:86% GPU:N/A | ETA:19m14s
batch 1247/4067 (12470/40670) | decode:0.14s embed:0.36s db:0.03s total:0.38s | CPU:69% RAM:86% GPU:N/A | ETA:18m58s
batch 1248/4067 (12480/40670) | decode:0.13s embed:0.36s db:0.02s total:0.39s | CPU:72% RAM:85% GPU:N/A | ETA:18m48s
batch 1249/4067 (12490/40670) | decode:0.11s embed:0.36s db:0.02s total:0.39s | CPU:75% RAM:85% GPU:N/A | ETA:18m39s
batch 1250/4067 (12500/40670) | decode:0.13s embed:0.35s db:0.03s total:0.38s | CPU:86% RAM:85% GPU:N/A | ETA:18m27s
batch 1251/4067 (12510/40670) | decode:0.12s embed:0.37s db:0.04s total:0.41s | CPU:83% RAM:85% GPU:N/A | ETA:18m37s
batch 1252/4067 (12520/40670) | decode:0.12s embed:0.46s db:0.02s total:0.49s | CPU:74% RAM:85% GPU:N/A | ETA:19m29s
batch 1253/4067 (12530/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:68% RAM:85% GPU:N/A | ETA:19m22s
batch 1254/4067 (12540/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:68% RAM:85% GPU:N/A | ETA:19m15s
batch 1255/4067 (12550/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:66% RAM:85% GPU:N/A | ETA:19m4s
batch 1256/4067 (12560/40670) | decode:0.19s embed:0.36s db:0.03s total:0.40s | CPU:65% RAM:85% GPU:N/A | ETA:18m58s
batch 1257/4067 (12570/40670) | decode:0.13s embed:0.38s db:0.03s total:0.41s | CPU:63% RAM:85% GPU:N/A | ETA:19m1s
batch 1258/4067 (12580/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:71% RAM:85% GPU:N/A | ETA:18m56s
batch 1259/4067 (12590/40670) | decode:0.12s embed:0.35s db:0.11s total:0.46s | CPU:58% RAM:85% GPU:N/A | ETA:19m25s
batch 1260/4067 (12600/40670) | decode:0.13s embed:0.34s db:0.02s total:0.37s | CPU:65% RAM:85% GPU:N/A | ETA:18m58s
batch 1261/4067 (12610/40670) | decode:0.11s embed:0.35s db:0.10s total:0.46s | CPU:63% RAM:86% GPU:N/A | ETA:19m26s
batch 1262/4067 (12620/40670) | decode:0.13s embed:0.36s db:0.01s total:0.38s | CPU:56% RAM:86% GPU:N/A | ETA:19m5s
batch 1263/4067 (12630/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:69% RAM:86% GPU:N/A | ETA:19m1s
batch 1264/4067 (12640/40670) | decode:0.11s embed:0.37s db:0.01s total:0.38s | CPU:73% RAM:86% GPU:N/A | ETA:18m48s
batch 1265/4067 (12650/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:68% RAM:86% GPU:N/A | ETA:18m35s
batch 1266/4067 (12660/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:74% RAM:86% GPU:N/A | ETA:18m31s
batch 1267/4067 (12670/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:60% RAM:86% GPU:N/A | ETA:18m27s
batch 1268/4067 (12680/40670) | decode:0.14s embed:0.37s db:0.03s total:0.40s | CPU:63% RAM:86% GPU:N/A | ETA:18m29s
batch 1269/4067 (12690/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:73% RAM:86% GPU:N/A | ETA:18m14s
batch 1270/4067 (12700/40670) | decode:0.12s embed:0.35s db:0.01s total:0.36s | CPU:72% RAM:86% GPU:N/A | ETA:17m55s
batch 1271/4067 (12710/40670) | decode:0.13s embed:0.34s db:0.04s total:0.38s | CPU:68% RAM:86% GPU:N/A | ETA:17m52s
batch 1272/4067 (12720/40670) | decode:0.13s embed:0.39s db:0.01s total:0.40s | CPU:78% RAM:86% GPU:N/A | ETA:18m3s
batch 1273/4067 (12730/40670) | decode:0.12s embed:0.45s db:0.02s total:0.47s | CPU:79% RAM:86% GPU:N/A | ETA:18m49s
batch 1274/4067 (12740/40670) | decode:0.11s embed:0.41s db:0.02s total:0.43s | CPU:69% RAM:86% GPU:N/A | ETA:19m2s
batch 1275/4067 (12750/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:70% RAM:86% GPU:N/A | ETA:18m48s
batch 1276/4067 (12760/40670) | decode:0.13s embed:0.36s db:0.02s total:0.39s | CPU:66% RAM:86% GPU:N/A | ETA:18m37s
batch 1277/4067 (12770/40670) | decode:0.15s embed:0.36s db:0.02s total:0.38s | CPU:68% RAM:86% GPU:N/A | ETA:18m25s
batch 1278/4067 (12780/40670) | decode:0.16s embed:0.36s db:0.02s total:0.38s | CPU:67% RAM:86% GPU:N/A | ETA:18m18s
batch 1279/4067 (12790/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:80% RAM:86% GPU:N/A | ETA:18m13s
batch 1280/4067 (12800/40670) | decode:0.12s embed:0.38s db:0.02s total:0.40s | CPU:80% RAM:86% GPU:N/A | ETA:18m17s
batch 1281/4067 (12810/40670) | decode:0.14s embed:0.35s db:0.02s total:0.37s | CPU:73% RAM:86% GPU:N/A | ETA:18m3s
batch 1282/4067 (12820/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:81% RAM:86% GPU:N/A | ETA:17m58s
batch 1283/4067 (12830/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:76% RAM:86% GPU:N/A | ETA:17m59s
batch 1284/4067 (12840/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:84% RAM:86% GPU:N/A | ETA:17m57s
batch 1285/4067 (12850/40670) | decode:0.10s embed:0.36s db:0.02s total:0.38s | CPU:79% RAM:86% GPU:N/A | ETA:17m53s
batch 1286/4067 (12860/40670) | decode:0.13s embed:0.38s db:0.02s total:0.41s | CPU:82% RAM:86% GPU:N/A | ETA:18m4s
batch 1287/4067 (12870/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:82% RAM:86% GPU:N/A | ETA:17m59s
batch 1288/4067 (12880/40670) | decode:0.11s embed:0.35s db:0.02s total:0.38s | CPU:68% RAM:86% GPU:N/A | ETA:17m51s
batch 1289/4067 (12890/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:77% RAM:86% GPU:N/A | ETA:17m47s
batch 1290/4067 (12900/40670) | decode:0.13s embed:0.35s db:0.02s total:0.37s | CPU:74% RAM:86% GPU:N/A | ETA:17m41s
batch 1291/4067 (12910/40670) | decode:0.13s embed:0.35s db:0.02s total:0.38s | CPU:72% RAM:86% GPU:N/A | ETA:17m38s
batch 1292/4067 (12920/40670) | decode:0.10s embed:0.35s db:0.02s total:0.37s | CPU:78% RAM:86% GPU:N/A | ETA:17m33s
batch 1293/4067 (12930/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:80% RAM:86% GPU:N/A | ETA:17m33s
batch 1294/4067 (12940/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:67% RAM:85% GPU:N/A | ETA:17m35s
batch 1295/4067 (12950/40670) | decode:0.12s embed:0.36s db:0.02s total:0.39s | CPU:66% RAM:85% GPU:N/A | ETA:17m38s
batch 1296/4067 (12960/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:72% RAM:85% GPU:N/A | ETA:17m36s
batch 1297/4067 (12970/40670) | decode:0.11s embed:0.35s db:0.02s total:0.37s | CPU:76% RAM:85% GPU:N/A | ETA:17m30s
batch 1298/4067 (12980/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:86% RAM:85% GPU:N/A | ETA:17m28s
batch 1299/4067 (12990/40670) | decode:0.12s embed:0.36s db:0.02s total:0.39s | CPU:74% RAM:85% GPU:N/A | ETA:17m32s
batch 1300/4067 (13000/40670) | decode:0.12s embed:0.36s db:0.02s total:0.39s | CPU:72% RAM:85% GPU:N/A | ETA:17m34s
batch 1301/4067 (13010/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:71% RAM:85% GPU:N/A | ETA:17m33s
batch 1302/4067 (13020/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:73% RAM:85% GPU:N/A | ETA:17m31s
batch 1303/4067 (13030/40670) | decode:0.11s embed:0.35s db:0.02s total:0.38s | CPU:78% RAM:85% GPU:N/A | ETA:17m29s
batch 1304/4067 (13040/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:69% RAM:85% GPU:N/A | ETA:17m27s
batch 1305/4067 (13050/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:73% RAM:85% GPU:N/A | ETA:17m22s
batch 1306/4067 (13060/40670) | decode:0.15s embed:0.36s db:0.02s total:0.38s | CPU:67% RAM:85% GPU:N/A | ETA:17m23s
batch 1307/4067 (13070/40670) | decode:0.12s embed:0.37s db:0.03s total:0.39s | CPU:70% RAM:85% GPU:N/A | ETA:17m30s
batch 1308/4067 (13080/40670) | decode:0.10s embed:0.36s db:0.02s total:0.38s | CPU:65% RAM:85% GPU:N/A | ETA:17m30s
batch 1309/4067 (13090/40670) | decode:0.10s embed:0.36s db:0.02s total:0.38s | CPU:64% RAM:85% GPU:N/A | ETA:17m29s
batch 1310/4067 (13100/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:77% RAM:85% GPU:N/A | ETA:17m31s
batch 1311/4067 (13110/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:74% RAM:85% GPU:N/A | ETA:17m31s
batch 1312/4067 (13120/40670) | decode:0.12s embed:0.37s db:0.03s total:0.39s | CPU:72% RAM:85% GPU:N/A | ETA:17m37s
batch 1313/4067 (13130/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:68% RAM:85% GPU:N/A | ETA:17m47s
batch 1314/4067 (13140/40670) | decode:0.12s embed:0.43s db:0.03s total:0.45s | CPU:74% RAM:85% GPU:N/A | ETA:18m23s
batch 1315/4067 (13150/40670) | decode:0.12s embed:0.45s db:0.02s total:0.48s | CPU:72% RAM:85% GPU:N/A | ETA:19m4s
batch 1316/4067 (13160/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:69% RAM:85% GPU:N/A | ETA:18m53s
batch 1317/4067 (13170/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:74% RAM:85% GPU:N/A | ETA:18m45s
batch 1318/4067 (13180/40670) | decode:0.13s embed:0.37s db:0.02s total:0.39s | CPU:65% RAM:85% GPU:N/A | ETA:18m35s
batch 1319/4067 (13190/40670) | decode:0.17s embed:0.39s db:0.03s total:0.42s | CPU:70% RAM:85% GPU:N/A | ETA:18m40s
batch 1320/4067 (13200/40670) | decode:0.12s embed:0.39s db:0.03s total:0.43s | CPU:70% RAM:86% GPU:N/A | ETA:18m49s
batch 1321/4067 (13210/40670) | decode:0.11s embed:0.38s db:0.02s total:0.40s | CPU:67% RAM:85% GPU:N/A | ETA:18m44s
batch 1322/4067 (13220/40670) | decode:0.14s embed:0.42s db:0.03s total:0.45s | CPU:72% RAM:86% GPU:N/A | ETA:19m7s
batch 1323/4067 (13230/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:64% RAM:86% GPU:N/A | ETA:18m46s
batch 1324/4067 (13240/40670) | decode:0.13s embed:0.36s db:0.03s total:0.38s | CPU:70% RAM:85% GPU:N/A | ETA:18m31s
batch 1325/4067 (13250/40670) | decode:0.13s embed:0.42s db:0.03s total:0.45s | CPU:70% RAM:85% GPU:N/A | ETA:18m54s
batch 1326/4067 (13260/40670) | decode:0.17s embed:0.40s db:0.03s total:0.43s | CPU:68% RAM:86% GPU:N/A | ETA:19m5s
batch 1327/4067 (13270/40670) | decode:0.12s embed:0.39s db:0.03s total:0.42s | CPU:69% RAM:86% GPU:N/A | ETA:19m5s
batch 1328/4067 (13280/40670) | decode:0.12s embed:0.38s db:0.04s total:0.42s | CPU:72% RAM:86% GPU:N/A | ETA:19m4s
batch 1329/4067 (13290/40670) | decode:0.15s embed:0.41s db:0.03s total:0.45s | CPU:77% RAM:87% GPU:N/A | ETA:19m19s
batch 1330/4067 (13300/40670) | decode:0.14s embed:0.38s db:0.03s total:0.40s | CPU:73% RAM:87% GPU:N/A | ETA:19m7s
batch 1331/4067 (13310/40670) | decode:0.13s embed:0.43s db:0.03s total:0.46s | CPU:80% RAM:88% GPU:N/A | ETA:19m30s
batch 1332/4067 (13320/40670) | decode:0.13s embed:0.42s db:0.03s total:0.45s | CPU:84% RAM:89% GPU:N/A | ETA:19m42s
batch 1333/4067 (13330/40670) | decode:0.13s embed:0.42s db:0.03s total:0.45s | CPU:79% RAM:90% GPU:N/A | ETA:19m53s
batch 1334/4067 (13340/40670) | decode:0.13s embed:0.42s db:0.03s total:0.45s | CPU:90% RAM:90% GPU:N/A | ETA:19m58s
batch 1335/4067 (13350/40670) | decode:0.14s embed:0.39s db:0.03s total:0.41s | CPU:92% RAM:89% GPU:N/A | ETA:19m43s
batch 1336/4067 (13360/40670) | decode:0.14s embed:0.44s db:0.03s total:0.47s | CPU:82% RAM:89% GPU:N/A | ETA:20m2s
batch 1337/4067 (13370/40670) | decode:0.16s embed:0.43s db:0.03s total:0.46s | CPU:79% RAM:89% GPU:N/A | ETA:20m12s
batch 1338/4067 (13380/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:60% RAM:90% GPU:N/A | ETA:19m44s
batch 1339/4067 (13390/40670) | decode:0.13s embed:0.36s db:0.04s total:0.41s | CPU:70% RAM:90% GPU:N/A | ETA:19m28s
batch 1340/4067 (13400/40670) | decode:0.16s embed:0.36s db:0.04s total:0.40s | CPU:68% RAM:90% GPU:N/A | ETA:19m13s
batch 1341/4067 (13410/40670) | decode:0.13s embed:0.38s db:0.04s total:0.41s | CPU:72% RAM:89% GPU:N/A | ETA:19m7s
batch 1342/4067 (13420/40670) | decode:0.10s embed:0.38s db:0.03s total:0.41s | CPU:70% RAM:88% GPU:N/A | ETA:19m0s
batch 1343/4067 (13430/40670) | decode:0.11s embed:0.36s db:0.04s total:0.39s | CPU:57% RAM:86% GPU:N/A | ETA:18m47s
batch 1344/4067 (13440/40670) | decode:0.12s embed:0.34s db:0.04s total:0.38s | CPU:70% RAM:86% GPU:N/A | ETA:18m30s
batch 1345/4067 (13450/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:66% RAM:86% GPU:N/A | ETA:18m9s
batch 1346/4067 (13460/40670) | decode:0.13s embed:0.35s db:0.04s total:0.39s | CPU:61% RAM:86% GPU:N/A | ETA:18m4s
batch 1347/4067 (13470/40670) | decode:0.10s embed:0.35s db:0.02s total:0.37s | CPU:66% RAM:86% GPU:N/A | ETA:17m49s
batch 1348/4067 (13480/40670) | decode:0.11s embed:0.36s db:0.04s total:0.39s | CPU:68% RAM:86% GPU:N/A | ETA:17m48s
batch 1349/4067 (13490/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:67% RAM:86% GPU:N/A | ETA:17m42s
batch 1350/4067 (13500/40670) | decode:0.10s embed:0.36s db:0.04s total:0.40s | CPU:73% RAM:86% GPU:N/A | ETA:17m44s
batch 1351/4067 (13510/40670) | decode:0.11s embed:0.39s db:0.03s total:0.42s | CPU:75% RAM:86% GPU:N/A | ETA:18m1s
batch 1352/4067 (13520/40670) | decode:0.12s embed:0.38s db:0.03s total:0.41s | CPU:74% RAM:86% GPU:N/A | ETA:18m5s
batch 1353/4067 (13530/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:75% RAM:86% GPU:N/A | ETA:18m2s
batch 1354/4067 (13540/40670) | decode:0.12s embed:0.38s db:0.02s total:0.41s | CPU:74% RAM:86% GPU:N/A | ETA:18m7s
batch 1355/4067 (13550/40670) | decode:0.11s embed:0.39s db:0.03s total:0.42s | CPU:79% RAM:86% GPU:N/A | ETA:18m19s
batch 1356/4067 (13560/40670) | decode:0.11s embed:0.44s db:0.03s total:0.47s | CPU:72% RAM:86% GPU:N/A | ETA:18m54s
batch 1357/4067 (13570/40670) | decode:0.10s embed:0.38s db:0.03s total:0.41s | CPU:70% RAM:86% GPU:N/A | ETA:18m51s
batch 1358/4067 (13580/40670) | decode:0.13s embed:0.43s db:0.03s total:0.47s | CPU:73% RAM:86% GPU:N/A | ETA:19m17s
batch 1359/4067 (13590/40670) | decode:0.10s embed:0.37s db:0.03s total:0.40s | CPU:70% RAM:86% GPU:N/A | ETA:19m1s
batch 1360/4067 (13600/40670) | decode:0.16s embed:0.37s db:0.03s total:0.40s | CPU:66% RAM:86% GPU:N/A | ETA:18m48s
batch 1361/4067 (13610/40670) | decode:0.13s embed:0.38s db:0.15s total:0.53s | CPU:55% RAM:86% GPU:N/A | ETA:19m48s
batch 1362/4067 (13620/40670) | decode:0.19s embed:0.36s db:0.02s total:0.37s | CPU:69% RAM:86% GPU:N/A | ETA:19m12s
batch 1363/4067 (13630/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:78% RAM:86% GPU:N/A | ETA:18m50s
batch 1364/4067 (13640/40670) | decode:0.12s embed:0.37s db:0.02s total:0.38s | CPU:79% RAM:86% GPU:N/A | ETA:18m30s
batch 1365/4067 (13650/40670) | decode:0.13s embed:0.37s db:0.02s total:0.38s | CPU:80% RAM:86% GPU:N/A | ETA:18m15s
batch 1366/4067 (13660/40670) | decode:0.11s embed:0.40s db:0.02s total:0.42s | CPU:78% RAM:86% GPU:N/A | ETA:18m21s
batch 1367/4067 (13670/40670) | decode:0.11s embed:0.38s db:0.02s total:0.39s | CPU:78% RAM:86% GPU:N/A | ETA:18m12s
batch 1368/4067 (13680/40670) | decode:0.11s embed:0.39s db:0.02s total:0.42s | CPU:80% RAM:86% GPU:N/A | ETA:18m18s
batch 1369/4067 (13690/40670) | decode:0.10s embed:0.38s db:0.02s total:0.40s | CPU:78% RAM:86% GPU:N/A | ETA:18m11s
batch 1370/4067 (13700/40670) | decode:0.15s embed:0.38s db:0.02s total:0.40s | CPU:82% RAM:86% GPU:N/A | ETA:18m7s
batch 1371/4067 (13710/40670) | decode:0.12s embed:0.39s db:0.02s total:0.41s | CPU:69% RAM:86% GPU:N/A | ETA:18m11s
batch 1372/4067 (13720/40670) | decode:0.12s embed:0.39s db:0.02s total:0.41s | CPU:68% RAM:86% GPU:N/A | ETA:18m14s
batch 1373/4067 (13730/40670) | decode:0.13s embed:0.40s db:0.02s total:0.42s | CPU:78% RAM:86% GPU:N/A | ETA:18m20s
batch 1374/4067 (13740/40670) | decode:0.12s embed:0.38s db:0.02s total:0.39s | CPU:67% RAM:86% GPU:N/A | ETA:18m11s
batch 1375/4067 (13750/40670) | decode:0.12s embed:0.46s db:0.02s total:0.48s | CPU:89% RAM:86% GPU:N/A | ETA:18m53s
batch 1376/4067 (13760/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:78% RAM:86% GPU:N/A | ETA:18m38s
batch 1377/4067 (13770/40670) | decode:0.16s embed:0.36s db:0.02s total:0.38s | CPU:77% RAM:86% GPU:N/A | ETA:18m19s
batch 1378/4067 (13780/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:75% RAM:86% GPU:N/A | ETA:18m6s
batch 1379/4067 (13790/40670) | decode:0.23s embed:0.36s db:0.02s total:0.38s | CPU:82% RAM:86% GPU:N/A | ETA:17m55s
batch 1380/4067 (13800/40670) | decode:0.13s embed:0.38s db:0.03s total:0.41s | CPU:85% RAM:86% GPU:N/A | ETA:18m0s
batch 1381/4067 (13810/40670) | decode:0.11s embed:0.49s db:0.02s total:0.51s | CPU:80% RAM:86% GPU:N/A | ETA:18m56s
batch 1382/4067 (13820/40670) | decode:0.12s embed:0.40s db:0.02s total:0.42s | CPU:70% RAM:86% GPU:N/A | ETA:18m55s
batch 1383/4067 (13830/40670) | decode:0.13s embed:0.41s db:0.02s total:0.43s | CPU:75% RAM:86% GPU:N/A | ETA:18m58s
batch 1384/4067 (13840/40670) | decode:0.14s embed:0.38s db:0.02s total:0.40s | CPU:74% RAM:86% GPU:N/A | ETA:18m44s
batch 1385/4067 (13850/40670) | decode:0.19s embed:0.41s db:0.02s total:0.43s | CPU:74% RAM:86% GPU:N/A | ETA:18m48s
batch 1386/4067 (13860/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:73% RAM:86% GPU:N/A | ETA:18m31s
batch 1387/4067 (13870/40670) | decode:0.15s embed:0.40s db:0.02s total:0.42s | CPU:76% RAM:86% GPU:N/A | ETA:18m33s
batch 1388/4067 (13880/40670) | decode:0.15s embed:0.37s db:0.02s total:0.39s | CPU:72% RAM:86% GPU:N/A | ETA:18m18s
batch 1389/4067 (13890/40670) | decode:0.15s embed:0.39s db:0.03s total:0.41s | CPU:72% RAM:86% GPU:N/A | ETA:18m19s
batch 1390/4067 (13900/40670) | decode:0.11s embed:0.37s db:0.02s total:0.40s | CPU:74% RAM:86% GPU:N/A | ETA:18m12s
batch 1391/4067 (13910/40670) | decode:0.16s embed:0.38s db:0.02s total:0.40s | CPU:74% RAM:86% GPU:N/A | ETA:18m8s
batch 1392/4067 (13920/40670) | decode:0.15s embed:0.38s db:0.02s total:0.40s | CPU:75% RAM:86% GPU:N/A | ETA:18m7s
batch 1393/4067 (13930/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:77% RAM:86% GPU:N/A | ETA:17m53s
batch 1394/4067 (13940/40670) | decode:0.12s embed:0.37s db:0.02s total:0.40s | CPU:73% RAM:86% GPU:N/A | ETA:17m51s
batch 1395/4067 (13950/40670) | decode:0.13s embed:0.38s db:0.03s total:0.41s | CPU:79% RAM:86% GPU:N/A | ETA:17m54s
batch 1396/4067 (13960/40670) | decode:0.12s embed:0.42s db:0.03s total:0.45s | CPU:82% RAM:86% GPU:N/A | ETA:18m19s
batch 1397/4067 (13970/40670) | decode:0.12s embed:0.40s db:0.03s total:0.43s | CPU:74% RAM:86% GPU:N/A | ETA:18m29s
batch 1398/4067 (13980/40670) | decode:0.12s embed:0.42s db:0.03s total:0.45s | CPU:78% RAM:86% GPU:N/A | ETA:18m46s
batch 1399/4067 (13990/40670) | decode:0.12s embed:0.44s db:0.03s total:0.47s | CPU:69% RAM:86% GPU:N/A | ETA:19m10s
batch 1400/4067 (14000/40670) | decode:0.13s embed:0.39s db:0.03s total:0.42s | CPU:77% RAM:86% GPU:N/A | ETA:19m2s
batch 1401/4067 (14010/40670) | decode:0.13s embed:0.39s db:0.02s total:0.41s | CPU:80% RAM:86% GPU:N/A | ETA:18m53s
batch 1402/4067 (14020/40670) | decode:0.13s embed:0.38s db:0.02s total:0.40s | CPU:81% RAM:86% GPU:N/A | ETA:18m41s
batch 1403/4067 (14030/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:78% RAM:86% GPU:N/A | ETA:18m21s
batch 1404/4067 (14040/40670) | decode:0.16s embed:0.37s db:0.02s total:0.39s | CPU:75% RAM:86% GPU:N/A | ETA:18m8s
batch 1405/4067 (14050/40670) | decode:0.14s embed:0.35s db:0.03s total:0.38s | CPU:70% RAM:86% GPU:N/A | ETA:17m53s
batch 1406/4067 (14060/40670) | decode:0.13s embed:0.37s db:0.03s total:0.39s | CPU:82% RAM:86% GPU:N/A | ETA:17m47s
batch 1407/4067 (14070/40670) | decode:0.12s embed:0.36s db:0.03s total:0.40s | CPU:69% RAM:86% GPU:N/A | ETA:17m43s
batch 1408/4067 (14080/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:62% RAM:86% GPU:N/A | ETA:17m37s
batch 1409/4067 (14090/40670) | decode:0.11s embed:0.40s db:0.02s total:0.42s | CPU:66% RAM:86% GPU:N/A | ETA:17m50s
batch 1410/4067 (14100/40670) | decode:0.14s embed:0.46s db:0.03s total:0.49s | CPU:75% RAM:86% GPU:N/A | ETA:18m35s
batch 1411/4067 (14110/40670) | decode:0.12s embed:0.38s db:0.04s total:0.42s | CPU:66% RAM:86% GPU:N/A | ETA:18m35s
batch 1412/4067 (14120/40670) | decode:0.14s embed:0.36s db:0.02s total:0.39s | CPU:72% RAM:86% GPU:N/A | ETA:18m17s
batch 1413/4067 (14130/40670) | decode:0.13s embed:0.52s db:0.05s total:0.57s | CPU:78% RAM:86% GPU:N/A | ETA:19m39s
batch 1414/4067 (14140/40670) | decode:0.15s embed:0.45s db:0.03s total:0.47s | CPU:79% RAM:86% GPU:N/A | ETA:19m54s
batch 1415/4067 (14150/40670) | decode:0.13s embed:0.36s db:0.04s total:0.40s | CPU:64% RAM:86% GPU:N/A | ETA:19m27s
batch 1416/4067 (14160/40670) | decode:0.14s embed:0.35s db:0.04s total:0.39s | CPU:70% RAM:86% GPU:N/A | ETA:19m0s
batch 1417/4067 (14170/40670) | decode:0.14s embed:0.35s db:0.04s total:0.38s | CPU:70% RAM:86% GPU:N/A | ETA:18m35s
batch 1418/4067 (14180/40670) | decode:0.18s embed:0.36s db:0.02s total:0.38s | CPU:82% RAM:86% GPU:N/A | ETA:18m13s
batch 1419/4067 (14190/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:76% RAM:86% GPU:N/A | ETA:17m52s
batch 1420/4067 (14200/40670) | decode:0.12s embed:0.34s db:0.02s total:0.36s | CPU:63% RAM:86% GPU:N/A | ETA:17m28s
batch 1421/4067 (14210/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:75% RAM:86% GPU:N/A | ETA:17m21s
batch 1422/4067 (14220/40670) | decode:0.13s embed:0.37s db:0.03s total:0.39s | CPU:73% RAM:86% GPU:N/A | ETA:17m21s
batch 1423/4067 (14230/40670) | decode:0.12s embed:0.36s db:0.03s total:0.38s | CPU:79% RAM:86% GPU:N/A | ETA:17m15s
batch 1424/4067 (14240/40670) | decode:0.11s embed:0.38s db:0.02s total:0.40s | CPU:81% RAM:86% GPU:N/A | ETA:17m18s
batch 1425/4067 (14250/40670) | decode:0.12s embed:0.42s db:0.03s total:0.44s | CPU:76% RAM:86% GPU:N/A | ETA:17m44s
batch 1426/4067 (14260/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:76% RAM:86% GPU:N/A | ETA:17m43s
